TEXTO,CARRERA,LABEL
entender raíz tradición fe estudio texto sagrado doctrina teológica,TEOLOGÍA,8
análisis eficiencia energético proceso industrial,INDUSTRIAL,0
querer desarrollar programa educativo comunidad rural,EDUCACIÓN,14
querer participar proyecto mejorar ciudad,CIVIL,9
querer marcar diferencia desarrollo literatura contemporáneo,LETRAS,10
querer combinar funcionalidad belleza diseño,ARQUITECTURA,6
administración crecer empresa impacto,ADMINISTRACIÓN,7
disfruto trabajar herramienta software financiero,CONTADURÍA,4
técnico innovadora aprendizaje basado cerebro,EDUCACIÓN,14
elaborar propuesta espacio trabajo fomentar colaboración creatividad,ARQUITECTURA,6
desarrollo metodologíos innovadora evaluar impacto emoción rendimiento académico profesional,PSICOLOGÍA,2
investigar calidad ambiente movilidad urbano,CIVIL,9
gustar escribir ensayo idea,FILOSOFÍA,13
desarrollo proyecto arquitectura sostenible,ARQUITECTURA,6
gustar diseñar estructura útil,CIVIL,9
estudio modelo negocio innovador estrategia liderazgo,ADMINISTRACIÓN,7
interesar filosofía ciencia,FILOSOFÍA,13
interesado economía colaborativo potencial,ECONOMÍA,5
gustar trabajar atleta,PSICOLOGÍA,2
apasionado filosofía dedico tiempo explorar teoría ético metafísico epistemológica participar debate cuestionar realidad moral,FILOSOFÍA,13
interesar motivar equipo trabajo,RELACIONES INDUSTRIALES,12
exploro plataforma virtual ampliar acceso recurso educativo calidad,EDUCACIÓN,14
evaluación impacto evaluar política público,ECONOMÍA,5
disfrutar explorar interacción patrimonio histórico arquitectura moderno proponer solución respetar tradición impulsen innovación,ARQUITECTURA,6
narración análisis dato utilizar generar impacto social,COMUNICACIÓN SOCIAL,3
futuro arquitecto encantar explorar concepto interdisciplinario unar arte ciencia urbanismo transformar entorno urbano mejorar calidad vida,ARQUITECTURA,6
encantar tecnología protección dato,DERECHO,11
obra civil durar tiempo crear estudiar interacción material estructura,CIVIL,9
impulsar mejora entender sociedad,SOCIOLOGÍA,1
administración eficiente,ADMINISTRACIÓN,7
dar clase privado interesado método enseñanza,EDUCACIÓN,14
interesado educación aprendizaje metodología activo enfoque inclusivo tecnología,EDUCACIÓN,14
gustar entender mundo conectar digitalmente participar proyecto radioaficionado interesar fibra óptico red móvil querer innovar comunicación satélite,TELECOMUNICACIONES,16
apasionar psicología infantil desarrollo prueba psicométrica,PSICOLOGÍA,2
interesar entender proceso decisión,PSICOLOGÍA,2
interesado auditoría forense,CONTADURÍA,4
interesado marketing gestión negocio querer empezar empresa,ADMINISTRACIÓN,7
gustar trabajar equipo organizar evento interesado gestión talento formación,RELACIONES INDUSTRIALES,12
apasionar estudiar cultura trabajar grupo vulnerable interesar sociología urbano digital querer investigar fenómeno social contemporáneo,SOCIOLOGÍA,1
desafío computacional resolver programación funcional,INFORMÁTICA,15
mirar evolución red móvil,TELECOMUNICACIONES,16
interesado lingüístico traducción combinar sensibilidad creativo rigor académico interpretar transmitir significado profundo,LETRAS,10
estudiar tradición oral escrita entender diversidad lingüístico,LETRAS,10
orden justicia mantener ley,DERECHO,11
interesado aplicación software,INFORMÁTICA,15
interesar tecnología facilitar intercambio cultural lingüístico,EDUCACIÓN,14
interesar desarrollo sostenible economía verde,ECONOMÍA,5
querer contribuir mundo software libre código abierto,INFORMÁTICA,15
exploro enfoque educación bilingüe metodología mejorar competencia lingüístico,EDUCACIÓN,14
gustar visitar lugar arquitectura interesante,ARQUITECTURA,6
investigación método modular construcción acelerar proceso reducir coste construcción,ARQUITECTURA,6
encantar perder yo historia crear mundo palabra,LETRAS,10
estudiar integración forma material tecnología proyecto arquitectónico impulsar fusión estético funcionalidad eficiencia energético,ARQUITECTURA,6
mirar relación forma función crear entorno estimulante,ARQUITECTURA,6
fascinar sociología urbano estudiar ciudad inteligente sostenibilidad interesar movilidad espacio público querer mejorar vida ciudad,SOCIOLOGÍA,1
desarrollo simulación transmisión señal optimizar calidad entorno interferencia,TELECOMUNICACIONES,16
investigar teoría conocimiento cuestionar paradigma establecido pensamiento crítico,FILOSOFÍA,13
querer entender decisión económico fascinado economía comportamiento,ECONOMÍA,5
interesado estudio escritura,TEOLOGÍA,8
gustar aplicación matemática construcción,CIVIL,9
estudio desarrollo explorar impacto globalización tic cohesión social,SOCIOLOGÍA,1
sueño escritor compartir historia mundo,LETRAS,10
gustar ayudar empresa rentable,CONTADURÍA,4
interesar emprendimiento innovación empresarial,ADMINISTRACIÓN,7
disfruto taller crecimiento personal,PSICOLOGÍA,2
querer medio comunicación impacto social fascinado documental interactivo producir,COMUNICACIÓN SOCIAL,3
investigar aplicación teología resolución conflicto,TEOLOGÍA,8
proyecto prestación servicio alto velocidad,TELECOMUNICACIONES,16
gustar número análisis financiero querer trabajar consultoría financiero,CONTADURÍA,4
interesar comercio internacional logística global software gestión,ADMINISTRACIÓN,7
conexión especial cuestión ético moral,FILOSOFÍA,13
psicología cambiar vida,PSICOLOGÍA,2
gustar combinar arte función construcción,ARQUITECTURA,6
interesado economía comportamiento decisión individual afectar macroeconomía,ECONOMÍA,5
trabajar proyecto combinir red fijo inalámbrica,TELECOMUNICACIONES,16
exploro influencia entorno familiar formación hábito patrón comportamiento,PSICOLOGÍA,2
teología vida completo,TEOLOGÍA,8
fascinar circuito armo querer diseñar sistema avanzado telecomunicación,TELECOMUNICACIONES,16
participar investigación resiliencia intervención terapéutico mejorar salud mental,PSICOLOGÍA,2
fascinado funcionar mente leo psicología neurociencia interesado psicología organizacional deportivo querer ayudar gente alcanzar potencial,PSICOLOGÍA,2
gustar contar historia comunicar idea canal youtube interesar periodismo medio digital querer trabajar comunicación estratégico,COMUNICACIÓN SOCIAL,3
fascinar teoría literario contemporáneo organizo festival literario interesar literatura digital hipertexto querer explorar forma narrativo,LETRAS,10
gustar dirigir negocio,ADMINISTRACIÓN,7
buscar manera optimizar proceso reducir costo,INDUSTRIAL,0
querer innovar educación virtual aprendizaje combinado plataforma educativo,EDUCACIÓN,14
interesado ciencia afectar práctica enseñanza,EDUCACIÓN,14
utilizar técnica moderno diseño simulación desarrollar proyecto urbano responder desafío ambiental,CIVIL,9
gustar planificar estrategia lograr meta,ADMINISTRACIÓN,7
encantar literatura disfrutar analizar obra distinto género extraer significado profundo,LETRAS,10
interesar economía medioambiental desarrollo sostenible,ECONOMÍA,5
interesar arquitectura paisajista urbanismo,ARQUITECTURA,6
interesar sociología educación desigualdad,SOCIOLOGÍA,1
gustar mejorar política recurso humano empresa,RELACIONES INDUSTRIALES,12
estudiar intersección política económico desarrollo social reducir desigualdad,ECONOMÍA,5
querer escritor compartir historia mundo,LETRAS,10
querer trabajar radio podcasting llegar persona,COMUNICACIÓN SOCIAL,3
querer desarrollar software impacto positivo,INFORMÁTICA,15
dinámica social ciudad ver afectado migración diversidad cultural,SOCIOLOGÍA,1
asisto feria innovación industrial aprender tecnología,INDUSTRIAL,0
gustar enseñar metodología activo experimento aula invertido interesado aprendizaje basado proyecto querer innovar pedagogía,EDUCACIÓN,14
querer luchar injusticia social,SOCIOLOGÍA,1
sentir cubro cuenta complicado,CONTADURÍA,4
venir pedir yo consejo,PSICOLOGÍA,2
tratar captar esencia matiz texto idioma,LETRAS,10
intrigar mejorar sistema producción,INDUSTRIAL,0
interesar desarrollar programa educativo innovador,EDUCACIÓN,14
interesar construir puente conectar comunidad,CIVIL,9
utilacer análisis dato encontrar oportunidad mejora,ADMINISTRACIÓN,7
interesado creación contenido transmitir mensaje social poderoso,COMUNICACIÓN SOCIAL,3
crear pequeño programa automatizar tarea,INFORMÁTICA,15
infancia soñar diseñar estructura innovadora seguro utilizar herramienta digital autocad civil revit proyecto sostenible,CIVIL,9
querer ayudar gente comprender él,PSICOLOGÍA,2
querer mejorar comunicación interno empresa,RELACIONES INDUSTRIALES,12
interesado ciberseguridad hacking ético querer crear solución tecnológico innovadora apasionar tecnología desarrollo web,INFORMÁTICA,15
gustar investigar migración efecto,SOCIOLOGÍA,1
curiosidad funcionar red comunicación,TELECOMUNICACIONES,16
desarrollo proyecto ciberseguridad proteger información entorno digital crítico,INFORMÁTICA,15
garantizar relación justo empresario trabajador apasionar,DERECHO,11
detalle orientado finanza,CONTADURÍA,4
motivado comunicar noticia impulsar cambio,COMUNICACIÓN SOCIAL,3
utilizar método construcción modular acelerar proceso reducir costo construcción,ARQUITECTURA,6
aliento material ecológico construcción,CIVIL,9
querer contribuir creación entorno trabajo saludable estrategia gestión talento bienestar integral,RELACIONES INDUSTRIALES,12
apasionar letra dedicar creación análisis literario explorar género esti él enriquecer crítica narrativo textual,LETRAS,10
imaginar diseñar espacio,ARQUITECTURA,6
análisis dato narración historia utilizar él generar impacto social,COMUNICACIÓN SOCIAL,3
disfruto colaborar equipo desarrollo ágil,INFORMÁTICA,15
aprender idioma,INFORMÁTICA,15
análisis caso historia estudiar evolución derecho penal civil,DERECHO,11
apasionar periodismo dato visualización interactivo interesado verificación hecho verificación digital querer luchar desinformación,COMUNICACIÓN SOCIAL,3
lingüístico computacional procesamiento lenguaje natural intrigant,LETRAS,10
querer combinar arte funcionalidad creación,ARQUITECTURA,6
disfruto resolver desafío computacional programación funcional explorar arquitectura microservicio aplicación escalabl,INFORMÁTICA,15
participo investigación resiliencia intervención terapéutico mejorar salud mental,PSICOLOGÍA,2
gustar promover salud mental trabajo interesado trabajo remoto flexible,RELACIONES INDUSTRIALES,12
derecho penal civil constitucional estudiar él desarrollo aptitud analítica,DERECHO,11
gustar mediar resolver conflicto interno,RELACIONES INDUSTRIALES,12
interesado investigación social activismo entender funcionar sociedad,SOCIOLOGÍA,1
intrigar funcionar red internet configurer red casa gustar experimentar arduino sensor querer trabajar tecnología 5 g iot,TELECOMUNICACIONES,16
interesado mediación resolución conflicto,DERECHO,11
interesado mente cuerpo conectado,PSICOLOGÍA,2
especializar planificación fiscal auditoría forense utilizar técnica riguroso detectar prevenir inconsistencia financiero,CONTADURÍA,4
apasionar analizar significado existencia humano lectura texto clásico contemporáneo formular perspectiva,FILOSOFÍA,13
interesar motivar gente lograr meta,RELACIONES INDUSTRIALES,12
querer mejorar satisfacción laboral,RELACIONES INDUSTRIALES,12
apasionar derecho laboral seguridad social trabajar negociación colectivo,DERECHO,11
curiosidad funcionar internet red global,TELECOMUNICACIONES,16
contabilidad importante éxito organización,CONTADURÍA,4
gustar analizar ciclo económico diseñar política impulsar desarrollo sostenible,ECONOMÍA,5
facilidad número matemática,CONTADURÍA,4
gustar estudiar papel religión conflicto,TEOLOGÍA,8
sentir conexión profundo fe querer estudiar él fondo,TEOLOGÍA,8
investigar impacto estrés conducta humano utilizar método experimental herramienta psicometría identificar patrón resiliencia,PSICOLOGÍA,2
disfruto estudiar estilo literario época histórico,LETRAS,10
sueño dirigir negocio,ADMINISTRACIÓN,7
participación proyecto auditoría forense detectar irregularidad promover integridad financiero,CONTADURÍA,4
gustar voz escuchar,COMUNICACIÓN SOCIAL,3
apasionar formación docente coaching educativo trabajo desarrollo profesional,EDUCACIÓN,14
querer pensar manera,FILOSOFÍA,13
participar hackathons diseñar solución disruptiva problema cotidiano,INFORMÁTICA,15
gustar dejar legado construcción,CIVIL,9
gustar entender conectar mundo digitalmente participé proyecto radioaficionado interesar fibra óptico red móvil querer innovar comunicación satelital,TELECOMUNICACIONES,16
investigar pensamiento crítico filosofía político comprender estructura justicia social,FILOSOFÍA,13
pensar idea negocio manejo finanza grupo estudiantil interesar innovación emprendimiento querer consultor empresarial,ADMINISTRACIÓN,7
querer especializar yo cumplimiento financiero asegurar correcto aplicación regulación contable entorno corporativo,CONTADURÍA,4
investigar rol medio formación opinión público contexto democrático,COMUNICACIÓN SOCIAL,3
disfrutar crear contenido audiovisual editorial utilizar herramienta tecnológico conectar audiencia difundir mensaje ético crítico,COMUNICACIÓN SOCIAL,3
fascinado periodismo dato visualización información utilizar d3js tableau,COMUNICACIÓN SOCIAL,3
querer contribuir creación entorno trabajo saludable estrategia gestión talento,RELACIONES INDUSTRIALES,12
